Orthogroup	Mmicro	Mlepra
OG0001519	AMC61407.1	CAC29739.1
OG0001520	AMC61408.1	CAC29738.1
OG0001521	AMC61409.1	CAC29737.1
OG0001522	AMC61410.1	CAC29736.1
OG0001523	AMC61411.1	CAC29735.1
OG0001524	AMC61412.1	CAC29734.1
OG0001525	AMC61413.1	CAC29733.1
OG0001526	AMC61414.1	CAC29732.1
OG0001527	AMC61415.1	CAC29731.1
OG0001528	AMC61416.1	CAC29730.1
OG0001529	AMC61422.1	CAC29913.1
OG0001530	AMC61424.1	CAC29722.1
OG0001531	AMC61425.1	CAC29721.1
OG0001532	AMC61427.1	CAC29719.1
OG0001533	AMC61428.1	CAC29718.1
OG0001534	AMC61429.1	CAC29713.1
OG0001535	AMC61431.1	CAC29715.1
OG0001536	AMC61432.1	CAC29716.1
OG0001537	AMC61435.1	CAC29711.1
OG0001538	AMC61444.1	CAC29710.1
OG0001539	AMC61446.1	CAC29708.1
OG0001540	AMC61447.1	CAC29707.1
OG0001541	AMC61465.1	CAC31805.1
OG0001545	AMC61471.1	CAC31811.1
OG0001546	AMC61472.1	CAC31812.1
OG0001547	AMC61473.1	CAC31813.1
OG0001548	AMC61474.1	CAC31814.1
OG0001549	AMC61475.1	CAC31815.1
OG0001550	AMC61476.1	CAC31816.1
OG0001551	AMC61477.1	CAC31817.1
OG0001552	AMC61480.1	CAC31819.1
OG0001553	AMC61481.1	CAC31820.1
OG0001554	AMC61483.1	CAC31821.1
OG0001555	AMC61484.1	CAC31822.1
OG0001556	AMC61485.1	CAC31823.1
OG0001557	AMC61486.1	CAC31824.1
OG0001558	AMC61487.1	CAC31825.1
OG0001559	AMC61500.1	CAC31828.1
OG0001561	AMC61512.1	CAC31836.1
OG0001562	AMC61516.1	CAC31837.1
OG0001563	AMC61517.1	CAC31838.1
OG0001564	AMC61518.1	CAC31839.1
OG0001565	AMC61522.1	CAC31843.1
OG0001566	AMC61524.1	CAC31845.1
OG0001567	AMC61525.1	CAC31846.1
OG0001568	AMC61527.1	CAC31848.1
OG0001569	AMC61528.1	CAC31849.1
OG0001570	AMC61529.1	CAC31850.1
OG0001571	AMC61531.1	CAC31851.1
OG0001572	AMC61532.1	CAC31852.1
OG0001573	AMC61533.1	CAC31853.1
OG0001575	AMC61564.1	CAC31991.1
OG0001576	AMC61565.1	CAC31990.1
OG0001577	AMC61566.1	CAC31989.1
OG0001579	AMC61589.1	CAC29628.1
OG0001580	AMC61590.1	CAC29627.1
OG0001581	AMC61593.1	CAC29626.1
OG0001582	AMC61594.1	CAC29625.1
OG0001583	AMC61595.1	CAC29624.1
OG0001584	AMC61596.1	CAC29623.1
OG0001585	AMC61597.1	CAC29622.1
OG0001586	AMC61598.1	CAC29621.1
OG0001587	AMC61599.1	CAC29620.1
OG0001588	AMC61605.1	CAC29618.1
OG0001589	AMC61606.1	CAC29617.1
OG0001590	AMC61608.1	CAC29615.1
OG0001591	AMC61610.1	CAC29614.1
OG0001592	AMC61612.1	CAC29613.1
OG0001593	AMC61613.1	CAC29612.1
OG0001594	AMC61622.1	CAC29608.1
OG0001595	AMC61623.1	CAC29607.1
OG0001596	AMC61624.1	CAC29606.1
OG0001597	AMC61626.1	CAC29604.1
OG0001598	AMC61627.1	CAC29603.1
OG0001599	AMC61628.1	CAC29602.1
OG0001600	AMC61629.1	CAC29601.1
OG0001601	AMC61630.1	CAC29600.1
OG0001602	AMC61631.1	CAC29599.1
OG0001603	AMC61636.1	CAC29597.1
OG0001604	AMC61639.1	CAC29595.1
OG0001605	AMC61645.1	CAC31614.1
OG0001607	AMC61659.1	CAC29590.1
OG0001608	AMC61660.1	CAC29589.1
OG0001609	AMC61662.1	CAC29587.1
OG0001610	AMC61663.1	CAC29586.1
OG0001611	AMC61667.1	CAC29582.1
OG0001612	AMC61668.1	CAC29581.1
OG0001613	AMC61672.1	CAC30187.1
OG0001614	AMC61676.1	CAC29580.1
OG0001615	AMC61677.1	CAC29579.1
OG0001616	AMC61679.1	CAC29577.1
OG0001617	AMC61680.1	CAC29576.1
OG0001618	AMC61682.1	CAC29575.1
OG0001619	AMC61683.1	CAC29574.1
OG0001620	AMC61684.1	CAC29573.1
OG0001621	AMC61689.1	CAC29570.1
OG0001622	AMC61690.1	CAC29569.1
OG0001624	AMC61731.1	CAC32229.1
OG0001625	AMC61732.1	CAC32230.1
OG0001626	AMC61733.1	CAC32231.1
OG0001627	AMC61737.1	CAC32232.1
OG0001628	AMC61740.1	CAC32235.1
OG0001629	AMC61742.1	CAC32236.1
OG0001630	AMC61743.1	CAC32237.1
OG0001631	AMC61744.1	CAC32238.1
OG0001632	AMC61745.1	CAC32239.1
OG0001633	AMC61746.1	CAC32240.1
OG0001634	AMC61747.1	CAC32241.1
OG0001635	AMC61748.1	CAC32242.1
OG0001649	AMC59852.1, AMC59851.1	CAC31268.1
OG0001654	AMC57442.1	CAC29520.1
OG0001673	AMC57508.1	CAC30708.1
OG0001676	AMC57537.1	CAC30943.1
OG0001678	AMC57540.1	CAC30946.1
OG0001679	AMC57541.1	CAC30947.1
OG0001680	AMC57542.1	CAC30948.1
OG0001681	AMC57543.1	CAC30949.1
OG0001682	AMC57544.1	CAC30950.1
OG0001712	AMC57655.1	CAC32145.1
OG0001713	AMC57656.1	CAC32146.1
OG0001714	AMC57658.1	CAC32148.1
OG0001724	AMC57695.1	CAC32101.1
OG0001736	AMC57721.1	CAC32082.1
OG0001749	AMC57784.1	CAC32049.1
OG0001756	AMC57835.1	CAC29794.1
OG0001795	AMC57986.1	CAC31945.1
OG0001882	AMC58325.1	CAC31164.1
OG0001931	AMC58545.1	CAC29698.1
OG0001994	AMC58781.1	CAC31448.1
OG0002026	AMC58946.1	CAC30705.1
OG0002076	AMC59350.1	CAC30369.1
OG0002099	AMC59476.1	CAC31020.1
OG0002138	AMC59613.1	CAC30929.1
OG0002172	AMC59763.1	CAC29919.1
OG0002176	AMC59796.1	CAC31677.1
OG0002179	AMC59813.1	CAC31297.1
OG0002180	AMC59816.1	CAC31294.1
OG0002181	AMC59838.1	CAC31280.1
OG0002185	AMC59858.1	CAC31264.1
OG0002202	AMC59932.1	CAC30734.1
OG0002210	AMC59961.1	CAC30368.1
OG0002227	AMC60049.1	CAC30138.1
OG0002311	AMC60423.1	CAC31394.1
OG0002315	AMC60434.1	CAC31382.1
OG0002323	AMC60474.1	CAC30468.1
OG0002329	AMC60501.1	CAC30307.1
OG0002356	AMC60598.1	CAC30535.1
OG0002372	AMC60661.1	CAC31869.1
OG0002373	AMC60663.1	CAC31867.1
OG0002374	AMC60665.1	CAC31865.1
OG0002375	AMC60669.1	CAC29645.1
OG0002377	AMC60673.1	CAC29644.1
OG0002378	AMC60677.1	CAC29642.1
OG0002379	AMC60678.1	CAC29641.1
OG0002382	AMC60690.1	CAC29635.1
OG0002390	AMC60732.1	CAC30644.1
OG0002393	AMC60754.1	CAC30658.1
OG0002560	AMC61420.1	CAC29915.1
OG0002561	AMC61421.1	CAC29914.1
OG0002590	AMC61519.1	CAC31840.1
OG0002592	AMC61521.1	CAC31842.1
OG0002603	AMC61573.1	CAC31882.1
OG0002620	AMC61697.1, AMC61696.1	CAC29555.1
OG0002621	AMC61701.1	CAC29552.1
OG0002622	AMC61703.1	CAC29550.1
OG0002623	AMC61704.1	CAC29549.1
OG0002641	AMC61501.1	CAC31830.1
OG0002647	AMC60315.1	CAC31086.1
OG0002648	AMC58439.1	CAC31069.1
OG0002649	AMC58552.1	CAC29744.1
OG0002651	AMC59238.1	CAC31772.1
OG0002656	AMC59781.1	CAC31688.1
OG0002657	AMC59798.1	CAC31675.1
OG0002659	AMC59971.1	CAC30574.1
OG0002661	AMC58879.1	CAC31513.1
OG0002663	AMC60494.1	CAC30483.1
OG0002664	AMC60884.1	CAC30172.1
OG0002665	AMC61047.1	CAC30239.1
OG0002707	AMC57657.1	CAC32147.1
OG0003228	AMC60272.1	CAC32210.1
OG0003552	AMC57933.1	CAC31895.1
OG0003554	AMC59984.1	CAC31133.1
OG0003844	AMC61025.1	CAC30266.1
