Orthogroup	Mbovis	Mavium
OG0000995	ALV10999.1	AAS03960.1
OG0000996	ALV11001.1	AAS03963.1
OG0000997	ALV11007.1	AAS04035.1, AAS05267.1
OG0000998	ALV11011.1	AAS03969.1
OG0000999	ALV11104.1	AAS04083.1
OG0001000	ALV11105.1	AAS04084.1
OG0001001	ALV11106.1	AAS04085.1
OG0001002	ALV11107.1	AAS04086.1
OG0001003	ALV11115.1	AAS04115.1
OG0001004	ALV11116.1	AAS04118.1, AAS06204.1
OG0001005	ALV11118.1	AAS04120.1
OG0001007	ALV11123.1	AAS04121.1
OG0001008	ALV11132.1	AAS04131.1
OG0001009	ALV11152.1	AAS04143.1
OG0001010	ALV11153.1	AAS04145.1
OG0001011	ALV11154.1	AAS04146.1
OG0001012	ALV13011.1	AAS04147.1
OG0001013	ALV11155.1	AAS04148.1
OG0001014	ALV11156.1	AAS04149.1
OG0001015	ALV11157.1	AAS04150.1
OG0001017	ALV11167.1	AAS04151.1
OG0001018	ALV11168.1	AAS04152.1
OG0001019	ALV13012.1	AAS04153.1
OG0001020	ALV11169.1	AAS04154.1
OG0001021	ALV11172.1	AAS04157.1
OG0001022	ALV11173.1	AAS04158.1
OG0001023	ALV11174.1	AAS04159.1
OG0001024	ALV11175.1	AAS04160.1
OG0001025	ALV11177.1	AAS04163.1
OG0001026	ALV11178.1	AAS04164.1
OG0001027	ALV11181.1	AAS04177.1
OG0001028	ALV11187.1	AAS04193.1
OG0001029	ALV11189.1	AAS04195.1
OG0001030	ALV11190.1	AAS04196.1
OG0001031	ALV11191.1	AAS04197.1
OG0001032	ALV13015.1	AAS03892.1
OG0001033	ALV11195.1	AAS04200.1
OG0001034	ALV11196.1	AAS04202.1
OG0001035	ALV13016.1	AAS04203.1
OG0001036	ALV11199.1	AAS04205.1
OG0001037	ALV11201.1	AAS04207.1
OG0001038	ALV11202.1	AAS04208.1
OG0001039	ALV11203.1	AAS04209.1
OG0001040	ALV11204.1	AAS04210.1
OG0001041	ALV11205.1	AAS04211.1
OG0001042	ALV11207.1	AAS04213.1
OG0001043	ALV11208.1	AAS04214.1
OG0001044	ALV13018.1	AAS04216.1
OG0001045	ALV11209.1	AAS04217.1
OG0001046	ALV11210.1	AAS04218.1
OG0001047	ALV11211.1	AAS04219.1
OG0001048	ALV11216.1	AAS04220.1
OG0001049	ALV11217.1	AAS04221.1
OG0001050	ALV13019.1	AAS04222.1
OG0001051	ALV11218.1	AAS04223.1
OG0001052	ALV11219.1	AAS04224.1
OG0001053	ALV11220.1	AAS04225.1
OG0001054	ALV13020.1	AAS04226.1
OG0001055	ALV11221.1	AAS04227.1
OG0001056	ALV11223.1	AAS04230.1
OG0001057	ALV11224.1	AAS04231.1
OG0001058	ALV11226.1	AAS04233.1
OG0001059	ALV11227.1	AAS04234.1
OG0001060	ALV11229.1	AAS04236.1
OG0001061	ALV11230.1	AAS04237.1
OG0001062	ALV13021.1	AAS04238.1
OG0001063	ALV11231.1	AAS04239.1
OG0001064	ALV11232.1	AAS04240.1
OG0001065	ALV11233.1	AAS04241.1
OG0001066	ALV11234.1	AAS04243.1
OG0001067	ALV11235.1	AAS04245.1
OG0001068	ALV11239.1	AAS04250.1
OG0001069	ALV11241.1	AAS04252.1
OG0001070	ALV11242.1	AAS04254.1
OG0001071	ALV11243.1	AAS04255.1
OG0001072	ALV11244.1	AAS04256.1
OG0001073	ALV11245.1	AAS04257.1
OG0001074	ALV11247.1	AAS04259.1
OG0001075	ALV11248.1	AAS04260.1
OG0001076	ALV11249.1	AAS04261.1
OG0001077	ALV11251.1	AAS04263.1
OG0001078	ALV11252.1	AAS04265.1
OG0001079	ALV11255.1	AAS04267.1
OG0001080	ALV11256.1	AAS04268.1
OG0001081	ALV11258.1	AAS04270.1
OG0001082	ALV13026.1	AAS04272.1
OG0001083	ALV11259.1	AAS04273.1
OG0001084	ALV11261.1	AAS04275.1
OG0001085	ALV11262.1	AAS04276.1
OG0001086	ALV11263.1	AAS04277.1
OG0001087	ALV11265.1	AAS04279.1
OG0001088	ALV11266.1	AAS04282.1
OG0001089	ALV11267.1	AAS04283.1
OG0001090	ALV13027.1	AAS04284.1
OG0001091	ALV11268.1	AAS04285.1
OG0001092	ALV11270.1	AAS04287.1
OG0001093	ALV11273.1	AAS04297.1
OG0001094	ALV11274.1	AAS04298.1
OG0001095	ALV11275.1	AAS04299.1
OG0001096	ALV11279.1	AAS04303.1
OG0001097	ALV13031.1	AAS04309.1
OG0001098	ALV11283.1	AAS04311.1
OG0001099	ALV11285.1	AAS04313.1
OG0001100	ALV11286.1	AAS04314.1
OG0001101	ALV11289.1	AAS04317.1
OG0001102	ALV11297.1	AAS04323.1
OG0001103	ALV11298.1	AAS04324.1
OG0001104	ALV11299.1	AAS04325.1
OG0001105	ALV11302.1	AAS06382.1, AAS04329.1
OG0001106	ALV11322.1	AAS05034.1, AAS04360.1
OG0001107	ALV11329.1	AAS04372.1
OG0001108	ALV11351.1	AAS04407.1
OG0001109	ALV11352.1	AAS04408.1
OG0001110	ALV11353.1	AAS04409.1
OG0001111	ALV11360.1	AAS04414.1
OG0001112	ALV13042.1	AAS04415.1
OG0001113	ALV11369.1	AAS04440.1
OG0001114	ALV11370.1	AAS04441.1
OG0001115	ALV13047.1	AAS04446.1
OG0001116	ALV11375.1	AAS04447.1
OG0001117	ALV11376.1	AAS04449.1
OG0001118	ALV11380.1	AAS04454.1
OG0001119	ALV11381.1	AAS04455.1
OG0001120	ALV11384.1	AAS04458.1
OG0001121	ALV11385.1	AAS04459.1
OG0001122	ALV13048.1	AAS04462.1
OG0001123	ALV11389.1	AAS04476.1
OG0001124	ALV11390.1	AAS04477.1
OG0001125	ALV11393.1	AAS04478.1
OG0001126	ALV11394.1	AAS04479.1
OG0001127	ALV11395.1	AAS04480.1
OG0001128	ALV09650.1, ALV13050.1	AAS04492.1
OG0001129	ALV11402.1	AAS04494.1, AAS06291.1
OG0001130	ALV11411.1	AAS04352.1, AAS04525.1
OG0001131	ALV11412.1	AAS04353.1, AAS04526.1
OG0001132	ALV11422.1	AAS04530.1
OG0001133	ALV11424.1	AAS04531.1
OG0001134	ALV11425.1	AAS04532.1, AAS03701.1
OG0001135	ALV11427.1	AAS04534.1
OG0001136	ALV11431.1	AAS04538.1
OG0001137	ALV11432.1	AAS04539.1
OG0001138	ALV11433.1	AAS04540.1
OG0001139	ALV11434.1	AAS04541.1
OG0001140	ALV11435.1	AAS04542.1
OG0001141	ALV11441.1	AAS04559.1
OG0001142	ALV11442.1	AAS04560.1
OG0001143	ALV11443.1	AAS04561.1
OG0001144	ALV11449.1	AAS04564.1
OG0001145	ALV11451.1	AAS03906.1
OG0001146	ALV11458.1	AAS04567.1, AAS03596.1
OG0001147	ALV11459.1	AAS02616.1
OG0001148	ALV13056.1	AAS04575.1
OG0001149	ALV11460.1	AAS04580.1
OG0001150	ALV11461.1	AAS04581.1
OG0001151	ALV11462.1	AAS04582.1
OG0001152	ALV13057.1	AAS04583.1
OG0001153	ALV11464.1	AAS04584.1
OG0001154	ALV13058.1	AAS04585.1
OG0001155	ALV11465.1	AAS04586.1
OG0001156	ALV11466.1	AAS04587.1
OG0001157	ALV11467.1	AAS04588.1
OG0001158	ALV11474.1	AAS04595.1
OG0001159	ALV11475.1	AAS04596.1
OG0001160	ALV11476.1	AAS04597.1
OG0001161	ALV11477.1	AAS04598.1
OG0001162	ALV11478.1	AAS04599.1
OG0001163	ALV13062.1	AAS04602.1
OG0001164	ALV11481.1	AAS04603.1
OG0001165	ALV11482.1	AAS04604.1
OG0001166	ALV11483.1	AAS04605.1
OG0001167	ALV13063.1	AAS04608.1
OG0001168	ALV11490.1	AAS04611.1
OG0001169	ALV11491.1	AAS04612.1
OG0001170	ALV11494.1	AAS04615.1
OG0001171	ALV11495.1	AAS04616.1
OG0001172	ALV11496.1	AAS04617.1
OG0001173	ALV11508.1	AAS03804.1, AAS04625.1
OG0001174	ALV11509.1	AAS04626.1, AAS03805.1
OG0001175	ALV11513.1	AAS04630.1
OG0001176	ALV11519.1	AAS04633.1
OG0001177	ALV11520.1	AAS04634.1
OG0001178	ALV11521.1	AAS04635.1
OG0001179	ALV11523.1	AAS04637.1
OG0001180	ALV11534.1	AAS04645.1
OG0001181	ALV11535.1	AAS04646.1
OG0001182	ALV13067.1	AAS04647.1
OG0001183	ALV11536.1	AAS04648.1
OG0001184	ALV11537.1	AAS04649.1
OG0001185	ALV11544.1	AAS03417.1
OG0001186	ALV11546.1	AAS03415.1
OG0001187	ALV11547.1	AAS03414.1
OG0001188	ALV11548.1	AAS03413.1
OG0001189	ALV11549.1	AAS03412.1
OG0001190	ALV11550.1	AAS03411.1
OG0001191	ALV11551.1	AAS03410.1
OG0001192	ALV11552.1	AAS03409.1
OG0001193	ALV13069.1	AAS03408.1
OG0001194	ALV11565.1	AAS03397.1
OG0001195	ALV11566.1	AAS03396.1
OG0001196	ALV11567.1	AAS03395.1
OG0001197	ALV11568.1	AAS03394.1
OG0001198	ALV11572.1	AAS03389.1
OG0001199	ALV11574.1	AAS04373.1
OG0001200	ALV11577.1	AAS03387.1
OG0001201	ALV11579.1	AAS03385.1
OG0001202	ALV11581.1	AAS06229.1, AAS03383.1
OG0001203	ALV11582.1	AAS03380.1
OG0001204	ALV13072.1	AAS06566.1, AAS03379.1
OG0001205	ALV11585.1	AAS03373.1, AAS03093.1
OG0001206	ALV11589.1	AAS03369.1
OG0001207	ALV11590.1	AAS03368.1
OG0001208	ALV11591.1	AAS03364.1
OG0001209	ALV11593.1	AAS03362.1
OG0001210	ALV11594.1	AAS03361.1
OG0001211	ALV11595.1	AAS03360.1
OG0001212	ALV11596.1	AAS03359.1
OG0001213	ALV11597.1	AAS03358.1
OG0001214	ALV11598.1	AAS03357.1
OG0001215	ALV11600.1	AAS03355.1
OG0001216	ALV11601.1	AAS03354.1
OG0001217	ALV11602.1	AAS03353.1
OG0001218	ALV11611.1	AAS03347.1
OG0001219	ALV11612.1	AAS05025.1
OG0001220	ALV11613.1	AAS05026.1, AAS04046.1
OG0001221	ALV11614.1	AAS05027.1
OG0001222	ALV11616.1	AAS05028.1
OG0001223	ALV11617.1	AAS05029.1
OG0001224	ALV11618.1	AAS05030.1
OG0001225	ALV11619.1	AAS05031.1
OG0001226	ALV11620.1	AAS05032.1
OG0001227	ALV11621.1	AAS05033.1
OG0001228	ALV11644.1	AAS05057.1
OG0001229	ALV13079.1	AAS05109.1
OG0001230	ALV11660.1	AAS05110.1
OG0001231	ALV11663.1	AAS05114.1
OG0001232	ALV11664.1	AAS05115.1
OG0001233	ALV13080.1	AAS05116.1
OG0001234	ALV13081.1	AAS05118.1
OG0001235	ALV11666.1	AAS05119.1
OG0001236	ALV13082.1	AAS05121.1
OG0001237	ALV11677.1	AAS05129.1
OG0001238	ALV11678.1	AAS05130.1
OG0001239	ALV11679.1	AAS05131.1
OG0001240	ALV11680.1	AAS05132.1
OG0001241	ALV11682.1	AAS05134.1
OG0001242	ALV11683.1	AAS05135.1
OG0001243	ALV11684.1	AAS05136.1
OG0001244	ALV13085.1	AAS05137.1
OG0001245	ALV11688.1	AAS05140.1
OG0001246	ALV11689.1	AAS05141.1
OG0001247	ALV11690.1	AAS05142.1
OG0001248	ALV13086.1	AAS05143.1
OG0001249	ALV11693.1	AAS05148.1
OG0001250	ALV11696.1	AAS05150.1
OG0001251	ALV11697.1	AAS05151.1
OG0001252	ALV11698.1	AAS05152.1
OG0001253	ALV11699.1	AAS05153.1
OG0001254	ALV11700.1	AAS05154.1
OG0001255	ALV11703.1	AAS06427.1, AAS04030.1
OG0001256	ALV11704.1	AAS05156.1
OG0001257	ALV13088.1	AAS05157.1
OG0001258	ALV11705.1	AAS05158.1
OG0001259	ALV11706.1	AAS05159.1
OG0001260	ALV11710.1	AAS05162.1
OG0001261	ALV11711.1	AAS05163.1
OG0001262	ALV11713.1	AAS05164.1
OG0001263	ALV11714.1	AAS05165.1
OG0001264	ALV11716.1	AAS05167.1
OG0001265	ALV11717.1	AAS05168.1
OG0001266	ALV11718.1	AAS05169.1
OG0001267	ALV11721.1	AAS05174.1
OG0001268	ALV11722.1	AAS05175.1
OG0001269	ALV11727.1	AAS05180.1
OG0001270	ALV11728.1	AAS05181.1
OG0001271	ALV13091.1	AAS05182.1
OG0001272	ALV11736.1	AAS05185.1
OG0001273	ALV11737.1	AAS05186.1
OG0001274	ALV11745.1	AAS05193.1
OG0001275	ALV11746.1	AAS05194.1
OG0001276	ALV11749.1	AAS05831.1, AAS05201.1
OG0001277	ALV11750.1	AAS05833.1, AAS05203.1
OG0001278	ALV11756.1	AAS05207.1
OG0001279	ALV11757.1	AAS05208.1
OG0001280	ALV11759.1	AAS05209.1
OG0001281	ALV13093.1	AAS05210.1
OG0001282	ALV11766.1	AAS05215.1
OG0001283	ALV11767.1	AAS05216.1
OG0001284	ALV11768.1	AAS05217.1
OG0001285	ALV11809.1	AAS05223.1
OG0001286	ALV11810.1	AAS05224.1
OG0001287	ALV11812.1	AAS05226.1
OG0001288	ALV11814.1	AAS05228.1
OG0001289	ALV11815.1	AAS05229.1
OG0001290	ALV11824.1	AAS04161.1, AAS05240.1
OG0001291	ALV11830.1	AAS05247.1
OG0001292	ALV11832.1	AAS05251.1
OG0001293	ALV11836.1	AAS05253.1
OG0001294	ALV11840.1	AAS05255.1
OG0001295	ALV11841.1	AAS05256.1
OG0001296	ALV13101.1	AAS05257.1
OG0001297	ALV11850.1	AAS05261.1
OG0001298	ALV11851.1	AAS05262.1
OG0001299	ALV11852.1	AAS05263.1
OG0001300	ALV11856.1	AAS05271.1
OG0001301	ALV11857.1	AAS05272.1
OG0001302	ALV11858.1	AAS05273.1
OG0001303	ALV11862.1	AAS05275.1
OG0001304	ALV11863.1	AAS04181.1, AAS05277.1
OG0001305	ALV11865.1	AAS05279.1, AAS03901.1
OG0001306	ALV13104.1	AAS05282.1
OG0001307	ALV11868.1	AAS05286.1
OG0001308	ALV11869.1	AAS05287.1
OG0001309	ALV11870.1	AAS05288.1
OG0001310	ALV11871.1	AAS05289.1
OG0001311	ALV11873.1	AAS05291.1
OG0001312	ALV11874.1	AAS05292.1
OG0001313	ALV11875.1	AAS05293.1
OG0001314	ALV11876.1	AAS05294.1
OG0001315	ALV13105.1	AAS03034.1, AAS05295.1
OG0001316	ALV11879.1	AAS05298.1, AAS03795.1
OG0001317	ALV11881.1	AAS05300.1
OG0001318	ALV13107.1	AAS05302.1
OG0001319	ALV13108.1	AAS03711.1, AAS05305.1
OG0001320	ALV11884.1	AAS05306.1
OG0001321	ALV11885.1	AAS05307.1
OG0001322	ALV13109.1	AAS05311.1
OG0001323	ALV11888.1	AAS05312.1
OG0001324	ALV11889.1	AAS05313.1
OG0001325	ALV13110.1	AAS05314.1
OG0001326	ALV13112.1	AAS03555.1
OG0001327	ALV11909.1	AAS02376.1
OG0001328	ALV11922.1	AAS05550.1
OG0001329	ALV11923.1	AAS05551.1
OG0001330	ALV11925.1	AAS05552.1
OG0001331	ALV13118.1	AAS05553.1
OG0001332	ALV11929.1	AAS05557.1
OG0001333	ALV11932.1	AAS05564.1
OG0001334	ALV11933.1	AAS05565.1
OG0001335	ALV11936.1	AAS05566.1
OG0001336	ALV13120.1	AAS05569.1
OG0001337	ALV11939.1	AAS05570.1
OG0001338	ALV11940.1	AAS05571.1
OG0001339	ALV11941.1	AAS05572.1
OG0001340	ALV11944.1	AAS03009.1, AAS05575.1
OG0001341	ALV11947.1	AAS05577.1
OG0001342	ALV13121.1	AAS05578.1
OG0001343	ALV11955.1	AAS05584.1
OG0001344	ALV11956.1	AAS05585.1
OG0001345	ALV11958.1	AAS05588.1
OG0001346	ALV11959.1	AAS05589.1
OG0001347	ALV11962.1	AAS05590.1
OG0001348	ALV11963.1	AAS05592.1
OG0001349	ALV11964.1	AAS05593.1
OG0001350	ALV11965.1	AAS05594.1
OG0001351	ALV11966.1	AAS05595.1
OG0001352	ALV11968.1	AAS05603.1
OG0001353	ALV11974.1	AAS05605.1
OG0001354	ALV11975.1	AAS05606.1
OG0001355	ALV11978.1	AAS05608.1
OG0001356	ALV11979.1	AAS05609.1
OG0001357	ALV11980.1	AAS05610.1
OG0001358	ALV11981.1	AAS05611.1
OG0001359	ALV11982.1	AAS05612.1
OG0001360	ALV13127.1	AAS05630.1
OG0001361	ALV11985.1	AAS05631.1
OG0001362	ALV13128.1	AAS05634.1
OG0001363	ALV11989.1	AAS05637.1
OG0001364	ALV11990.1	AAS05638.1
OG0001365	ALV13130.1	AAS05639.1
OG0001366	ALV13132.1	AAS05640.1
OG0001367	ALV13133.1	AAS05647.1
OG0001368	ALV11996.1	AAS05648.1
OG0001369	ALV11997.1	AAS05649.1
OG0001370	ALV11998.1	AAS05650.1
OG0001371	ALV12002.1	AAS05655.1
OG0001372	ALV12029.1	AAS05191.1
OG0001373	ALV12037.1	AAS04288.1, AAS02602.1
OG0001374	ALV12042.1	AAS05718.1
OG0001375	ALV12043.1	AAS05719.1
OG0001376	ALV13139.1	AAS05723.1
OG0001377	ALV12047.1	AAS05724.1
OG0001378	ALV12063.1	AAS05725.1, AAS05820.1
OG0001379	ALV13143.1	AAS05821.1, AAS04063.1
OG0001380	ALV12071.1	AAS05735.1
OG0001381	ALV12073.1	AAS05736.1
OG0001382	ALV12074.1	AAS05737.1
OG0001383	ALV12082.1	AAS03055.1, AAS05754.1
OG0001384	ALV12083.1	AAS05755.1
OG0001385	ALV12084.1	AAS05757.1, AAS02412.1
OG0001386	ALV13147.1	AAS06861.1, AAS05773.1
OG0001387	ALV12101.1	AAS05776.1, AAS02464.1
OG0001388	ALV13148.1	AAS06404.1, AAS04141.1
OG0001389	ALV12122.1	AAS05842.1
OG0001390	ALV13150.1	AAS05843.1
OG0001391	ALV12124.1	AAS05845.1
OG0001392	ALV13152.1	AAS05846.1
OG0001393	ALV13153.1	AAS05847.1
OG0001394	ALV13155.1	AAS05855.1
OG0001395	ALV12132.1	AAS05856.1
OG0001396	ALV12133.1	AAS05857.1
OG0001397	ALV12134.1	AAS05858.1
OG0001398	ALV13156.1	AAS05859.1
OG0001399	ALV13157.1	AAS05860.1
OG0001400	ALV12137.1	AAS05863.1
OG0001401	ALV12140.1	AAS05866.1
OG0001402	ALV12141.1	AAS05868.1
OG0001403	ALV12143.1	AAS05870.1
OG0001404	ALV12144.1	AAS05871.1
OG0001405	ALV13158.1	AAS05872.1
OG0001406	ALV12152.1	AAS05883.1
OG0001407	ALV12153.1	AAS05884.1
OG0001408	ALV13159.1	AAS05885.1
OG0001409	ALV12155.1	AAS06095.1, AAS05894.1
OG0001410	ALV12159.1	AAS05899.1
OG0001411	ALV12160.1	AAS05900.1
OG0001412	ALV12163.1	AAS05904.1
OG0001413	ALV12164.1	AAS05905.1
OG0001414	ALV12165.1	AAS05906.1
OG0001415	ALV13161.1	AAS05908.1
OG0001416	ALV12167.1	AAS05909.1
OG0001417	ALV12168.1	AAS05910.1
OG0001418	ALV12169.1	AAS05911.1
OG0001419	ALV12170.1	AAS05912.1
OG0001420	ALV12177.1	AAS05917.1
OG0001421	ALV12178.1	AAS05918.1
OG0001422	ALV12179.1	AAS05919.1
OG0001423	ALV12181.1	AAS05921.1
OG0001424	ALV12182.1	AAS05922.1
OG0001425	ALV12183.1	AAS05924.1
OG0001426	ALV12184.1	AAS05925.1
OG0001427	ALV12185.1	AAS05926.1
OG0001428	ALV12186.1	AAS05928.1
OG0001429	ALV12187.1	AAS05929.1
OG0001430	ALV12188.1	AAS05930.1
OG0001431	ALV12189.1	AAS05931.1
OG0001432	ALV12190.1	AAS05933.1
OG0001433	ALV12195.1	AAS05942.1
OG0001434	ALV12196.1	AAS05943.1
OG0001435	ALV13163.1	AAS05944.1
OG0001436	ALV12197.1	AAS05945.1
OG0001437	ALV12198.1	AAS05946.1
OG0001438	ALV12199.1	AAS05947.1
OG0001439	ALV12200.1	AAS05949.1
OG0001440	ALV12202.1	AAS05951.1
OG0001441	ALV13164.1	AAS05952.1
OG0001442	ALV12205.1	AAS03791.1, AAS05956.1
OG0001443	ALV12210.1	AAS02542.1, AAS05961.1
OG0001444	ALV12214.1	AAS05964.1
OG0001445	ALV12217.1	AAS05967.1
OG0001449	ALV12270.1	AAS05993.1
OG0001450	ALV12271.1	AAS05994.1
OG0001451	ALV12281.1	AAS05998.1
OG0001452	ALV12284.1	AAS04652.1, AAS03576.1
OG0001454	ALV12285.1	AAS06003.1
OG0001455	ALV12289.1	AAS06008.1
OG0001457	ALV12300.1	AAS06011.1
OG0001458	ALV13178.1	AAS06013.1
OG0001459	ALV12311.1	AAS06024.1
OG0001460	ALV12315.1	AAS06028.1
OG0001461	ALV12326.1	AAS06031.1, AAS02586.1
OG0001462	ALV12332.1	AAS06039.1
OG0001463	ALV12335.1	AAS06041.1
OG0001464	ALV12336.1	AAS06042.1
OG0001465	ALV12344.1	AAS06830.1
OG0001466	ALV12345.1	AAS06829.1
OG0001467	ALV12346.1	AAS06828.1
OG0001468	ALV12347.1	AAS06827.1
OG0001469	ALV12350.1	AAS06824.1
OG0001470	ALV12351.1	AAS06823.1
OG0001471	ALV12353.1	AAS06814.1
OG0001472	ALV12354.1	AAS06813.1
OG0001473	ALV13187.1	AAS06811.1
OG0001474	ALV12356.1	AAS06810.1
OG0001475	ALV13188.1	AAS06808.1
OG0001476	ALV12362.1	AAS06806.1
OG0001477	ALV12364.1	AAS06803.1
OG0001478	ALV12366.1	AAS06801.1
OG0001479	ALV12368.1	AAS06797.1
OG0001480	ALV12369.1	AAS06796.1
OG0001481	ALV13191.1	AAS06795.1
OG0001482	ALV12370.1	AAS06794.1
OG0001483	ALV12379.1	AAS06785.1
OG0001484	ALV12380.1	AAS06784.1
OG0001485	ALV12381.1	AAS06783.1
OG0001486	ALV12382.1	AAS06782.1
OG0001487	ALV12383.1	AAS06781.1
OG0001488	ALV12384.1	AAS06780.1
OG0001489	ALV12386.1	AAS06778.1
OG0001490	ALV12388.1	AAS06775.1
OG0001491	ALV13194.1	AAS05301.1, AAS02899.1
OG0001492	ALV13196.1	AAS06356.1, AAS06357.1
OG0001493	ALV12403.1	AAS02890.1
OG0001494	ALV12417.1	AAS02875.1, AAS04905.1
OG0001495	ALV12420.1	AAS02870.1
OG0001496	ALV12421.1	AAS02869.1, AAS04704.1
OG0001497	ALV12429.1	AAS02862.1
OG0001498	ALV12445.1	AAS02848.1, AAS04048.1
OG0001499	ALV12456.1	AAS02834.1, AAS02665.1
OG0001500	ALV12460.1	AAS06178.1
OG0001501	ALV13207.1	AAS02808.1, AAS05095.1
OG0001502	ALV12483.1	AAS02796.1
OG0001503	ALV12484.1	AAS02795.1
OG0001504	ALV12485.1	AAS02794.1
OG0001505	ALV12486.1	AAS02793.1
OG0001506	ALV12487.1	AAS02792.1
OG0001507	ALV12488.1	AAS02791.1
OG0001508	ALV12489.1	AAS03172.1, AAS02790.1
OG0001509	ALV12490.1	AAS02788.1
OG0001510	ALV12491.1	AAS02787.1
OG0001511	ALV12492.1	AAS02786.1
OG0001512	ALV12494.1	AAS02785.1
OG0001513	ALV12495.1	AAS02784.1
OG0001514	ALV12496.1	AAS02783.1
OG0001515	ALV12499.1	AAS02778.1
OG0001516	ALV12500.1	AAS02777.1
OG0001517	ALV12501.1	AAS02776.1
OG0001518	ALV12503.1	AAS02775.1
OG0001519	ALV12504.1	AAS02774.1
OG0001520	ALV12505.1	AAS02773.1
OG0001521	ALV12506.1	AAS02772.1
OG0001522	ALV12507.1	AAS02771.1
OG0001523	ALV12508.1	AAS02770.1
OG0001524	ALV12509.1	AAS02769.1
OG0001525	ALV12510.1	AAS02768.1
OG0001526	ALV12511.1	AAS02767.1
OG0001527	ALV12512.1	AAS02766.1
OG0001528	ALV12513.1	AAS02765.1
OG0001530	ALV13209.1	AAS02756.1
OG0001531	ALV12518.1	AAS02755.1
OG0001532	ALV12519.1	AAS02753.1
OG0001533	ALV12520.1	AAS02752.1
OG0001534	ALV12521.1	AAS02751.1
OG0001535	ALV12522.1	AAS02749.1
OG0001536	ALV12523.1	AAS02748.1
OG0001537	ALV13212.1	AAS02746.1
OG0001538	ALV12533.1	AAS02744.1
OG0001539	ALV12534.1	AAS02742.1
OG0001540	ALV12535.1	AAS02741.1
OG0001541	ALV12545.1	AAS02730.1
OG0001542	ALV13220.1	AAS03407.1, AAS02729.1
OG0001543	ALV12546.1	AAS02728.1, AAS03406.1
OG0001544	ALV12547.1	AAS02727.1, AAS03405.1
OG0001545	ALV12550.1	AAS02723.1
OG0001546	ALV12551.1	AAS02722.1
OG0001547	ALV12552.1	AAS02721.1
OG0001548	ALV12553.1	AAS02720.1
OG0001549	ALV12554.1	AAS02719.1
OG0001550	ALV12555.1	AAS02718.1
OG0001551	ALV12556.1	AAS02717.1
OG0001552	ALV12559.1	AAS02714.1
OG0001553	ALV12560.1	AAS02713.1
OG0001554	ALV12562.1	AAS02712.1
OG0001555	ALV12563.1	AAS02711.1
OG0001556	ALV12564.1	AAS02710.1
OG0001557	ALV12565.1	AAS02709.1
OG0001558	ALV12566.1	AAS02708.1
OG0001559	ALV12576.1	AAS02673.1
OG0001560	ALV12578.1	AAS02585.1, AAS02618.1
OG0001561	ALV12583.1	AAS02624.1
OG0001562	ALV12586.1	AAS02626.1
OG0001563	ALV12587.1	AAS02627.1
OG0001564	ALV12588.1	AAS02628.1
OG0001565	ALV12591.1	AAS02632.1
OG0001566	ALV12593.1	AAS02633.1
OG0001567	ALV12594.1	AAS02634.1
OG0001568	ALV12596.1	AAS02636.1
OG0001569	ALV12597.1	AAS02637.1
OG0001570	ALV12598.1	AAS02638.1
OG0001571	ALV12599.1	AAS02639.1
OG0001572	ALV12600.1	AAS02640.1
OG0001573	ALV12601.1	AAS02641.1
OG0001574	ALV12608.1	AAS02663.1, AAS06534.1
OG0001575	ALV12622.1	AAS02596.1
OG0001576	ALV12623.1	AAS02595.1
OG0001577	ALV12624.1	AAS02594.1
OG0001578	ALV12642.1	AAS06761.1, AAS02569.1
OG0001579	ALV12644.1	AAS02566.1
OG0001580	ALV12645.1	AAS02565.1
OG0001581	ALV13233.1	AAS02562.1
OG0001582	ALV12648.1	AAS02561.1
OG0001583	ALV12649.1	AAS02560.1
OG0001584	ALV13234.1	AAS02559.1
OG0001585	ALV12650.1	AAS02558.1
OG0001586	ALV12651.1	AAS02557.1
OG0001587	ALV12652.1	AAS02556.1
OG0001588	ALV12657.1	AAS02553.1
OG0001589	ALV12658.1	AAS02552.1
OG0001590	ALV12660.1	AAS02550.1
OG0001591	ALV12661.1	AAS02549.1
OG0001592	ALV12662.1	AAS02546.1
OG0001593	ALV12663.1	AAS02545.1
OG0001594	ALV12669.1	AAS02536.1
OG0001595	ALV12670.1	AAS02535.1
OG0001596	ALV12671.1	AAS02534.1
OG0001597	ALV12673.1	AAS02532.1
OG0001598	ALV12674.1	AAS02531.1
OG0001599	ALV12675.1	AAS02530.1
OG0001600	ALV12676.1	AAS02529.1
OG0001601	ALV13236.1	AAS02528.1
OG0001602	ALV13237.1	AAS02527.1
OG0001603	ALV12679.1	AAS02525.1
OG0001604	ALV12682.1	AAS02522.1
OG0001605	ALV13239.1	AAS04553.1
OG0001606	ALV12693.1	AAS05618.1, AAS02519.1
OG0001607	ALV12697.1	AAS02514.1
OG0001608	ALV12698.1	AAS02513.1
OG0001609	ALV12700.1	AAS02511.1
OG0001610	ALV12701.1	AAS02510.1
OG0001611	ALV13241.1	AAS02507.1
OG0001612	ALV12705.1	AAS02506.1
OG0001613	ALV12707.1	AAS06364.1
OG0001614	ALV12709.1	AAS02504.1
OG0001615	ALV12710.1	AAS02503.1
OG0001616	ALV13242.1	AAS02502.1
OG0001617	ALV12712.1	AAS02501.1
